367.56 89.599 1198.8
367.56 89.599 1198.8
368.311 90.8287 1186.05
370.099 90.5811 1168.29
370.099 90.5811 1168.29
371.117 92.304 1156.15
371.117 92.304 1156.15
371.394 91.1094 1139.55
371.394 91.1094 1139.55
376.094 88.341 1118.95
376.094 88.341 1118.95
373.604 88.4533 1104.05
373.604 88.4533 1104.05
376.015 86.7856 1086.18
376.015 86.7856 1086.18
375.073 85.3121 1069.14
375.073 85.3121 1069.14
374.856 86.6737 1060.3
374.856 86.6737 1060.3
370.979 87.6227 1049.93
370.979 87.6227 1049.93
370.925 87.5019 1049.37
370.925 87.5019 1049.37
368.679 89.58 1044.67
366.928 92.1468 1045.61
364.966 89.959 1042.85
361.835 90.1299 1044.51
361.558 88.9166 1047.14
361.87 88.3793 1047.71
362.986 87.2467 1048.33
362.986 87.2467 1048.33
365.045 84.0515 1047.7
368.824 83.9688 1050.47
368.824 83.9688 1050.47
375.537 79.4635 1047.49
375.537 79.4635 1047.49
384.794 77.9888 1051.54
384.794 77.9888 1051.54
396.187 77.9864 1053.86
396.187 77.9864 1053.86
412.284 83.7888 1058.65
412.284 83.7888 1058.65
424.94 90.4549 1062.98
424.94 90.4549 1062.98
438.511 101.567 1075.06
438.511 101.567 1075.06
453.54 112.319 1087.12
453.54 112.319 1087.12
465.694 127.377 1104.69
465.694 127.377 1104.69
478.036 146.574 1120.76
478.036 146.574 1120.76
488.197 177.423 1131.11
488.197 177.423 1131.11
490.673 201.217 1154.85
490.673 201.217 1154.85
491.799 222.526 1170.52
491.799 222.526 1170.52
491.799 222.526 1170.52
485.97 247.473 1192.11
330.984 61.296 1177.87
330.984 61.296 1177.87
332.503 56.9985 1150.94
332.503 56.9985 1150.94
333.423 57.0508 1134.68
333.423 57.0508 1134.68
334.603 53.5813 1123.58
334.603 53.5813 1123.58
336.087 53.9637 1107.14
336.087 53.9637 1107.14
337.861 53.7672 1089.36
337.861 53.7672 1089.36
339.183 53.1989 1082.68
339.183 53.1989 1082.68
340.783 52.6373 1077.06
340.783 52.6373 1077.06
342.001 52.708 1077.81
342.001 52.708 1077.81
343.158 54.5605 1082.13
343.158 54.5605 1082.13
343.53 56.905 1082.93
343.53 56.905 1082.93
343.53 56.905 1082.93
343.917 59.4203 1084.85
343.917 59.4203 1084.85
343.917 59.4203 1084.85
345.527 61.5198 1087.26
345.527 61.5198 1087.26
348.053 61.5264 1087.61
348.053 61.5264 1087.61
352.482 61.2213 1089.02
352.482 61.2213 1089.02
358.371 64.0511 1089.58
358.371 64.0511 1089.58
381.479 84.4458 1107.56
381.479 84.4458 1107.56
397.911 97.1884 1131.42
397.911 97.1884 1131.42
397.911 97.1884 1131.42
419.794 118.287 1144.64
419.794 118.287 1144.64
445.556 151.955 1153.1
445.556 151.955 1153.1
475.628 199.281 1152.83
475.628 199.281 1152.83
483.246 248.136 1162.08
483.246 248.136 1162.08
474.637 274.574 1184.49
474.637 274.574 1184.49
321.558 69.9454 1199.81
321.558 69.9454 1199.81
321.488 62.1141 1162.47
321.488 62.1141 1162.47
322.31 60.7677 1132.81
322.31 60.7677 1132.81
324.258 57.4419 1116.12
324.258 57.4419 1116.12
324.398 55.999 1101.47
324.398 55.999 1101.47
323.892 55.7354 1086.37
323.892 55.7354 1086.37
323.269 58.066 1075.29
323.269 58.066 1075.29
322.191 58.4089 1069.99
322.191 58.4089 1069.99
322.081 56.4211 1062.33
322.081 56.4211 1062.33
320.822 57.3117 1058.28
320.822 57.3117 1058.28
321.086 57.9577 1051.68
321.086 57.9577 1051.68
320.121 59.1048 1047.78
320.121 59.1048 1047.78
319.624 62.3534 1041.35
319.624 62.3534 1041.35
320.034 62.4968 1042.46
320.034 62.4968 1042.46
320.183 61.968 1046.19
320.183 61.968 1046.19
320.376 60.7135 1046.07
320.376 60.7135 1046.07
323.475 59.8415 1051.18
323.475 59.8415 1051.18
327.056 58.4635 1050.86
327.056 58.4635 1050.86
334.247 58.6734 1054.93
334.247 58.6734 1054.93
345.744 60.3358 1061.63
345.744 60.3358 1061.63
361.481 63.7926 1070.4
361.481 63.7926 1070.4
381.231 68.6117 1082.59
381.231 68.6117 1082.59
407.623 79.134 1104.6
407.623 79.134 1104.6
433.515 96.3486 1130.16
433.515 96.3486 1130.16
456.466 122.34 1153.48
456.466 122.34 1153.48
476.951 166.13 1165.9
476.951 166.13 1165.9
483.042 206.201 1164.65
483.042 206.201 1164.65
483.042 206.201 1164.65
464.964 267.216 1188.69
464.964 267.216 1188.69
364.247 152.952 1197.4
354.141 127.307 1190.04
347.097 114.407 1183.59
347.097 114.407 1183.59
347.097 114.407 1183.59
341.85 105.627 1175.15
325.516 82.2791 1157.7
325.516 82.2791 1157.7
325.516 82.2791 1157.7
326.635 77.0352 1122.9
326.635 77.0352 1122.9
328.048 74.4681 1090.87
328.048 74.4681 1090.87
329.034 69.589 1060.48
329.034 69.589 1060.48
329.632 66.574 1035.99
329.632 66.574 1035.99
329.95 62.884 1004.64
329.95 62.884 1004.64
329.445 60.9524 994.863
329.445 60.9524 994.863
329.142 60.7062 989.766
329.142 60.7062 989.766
328.917 61.2468 987.161
328.917 61.2468 987.161
328.687 61.8843 985.213
328.687 61.8843 985.213
328.702 63.2578 984.512
328.702 63.2578 984.512
328.324 63.3752 982.92
328.324 63.3752 982.92
